14, 6, 0, 191, 191, 191
15, 6, 0, 191, 191, 191
13, 7, 0, 191, 191, 191
14, 7, 0, 191, 191, 191
15, 7, 0, 191, 191, 191
16, 7, 0, 191, 191, 191
17, 7, 0, 191, 191, 191
18, 7, 0, 191, 191, 191
13, 8, 0, 191, 191, 191
14, 8, 0, 191, 191, 191
15, 8, 0, 191, 191, 191
16, 8, 0, 191, 191, 191
17, 8, 0, 191, 191, 191
13, 9, 0, 191, 191, 191
14, 9, 0, 191, 191, 191
15, 9, 0, 191, 191, 191
16, 9, 0, 191, 191, 191
17, 9, 0, 191, 191, 191
18, 9, 0, 191, 191, 191
13, 10, 0, 191, 191, 191
14, 10, 0, 191, 191, 191
15, 10, 0, 191, 191, 191
16, 10, 0, 191, 191, 191
17, 10, 0, 191, 191, 191
18, 10, 0, 191, 191, 191
13, 11, 0, 191, 191, 191
14, 11, 0, 191, 191, 191
15, 11, 0, 191, 191, 191
16, 11, 0, 191, 191, 191
17, 11, 0, 191, 191, 191
13, 12, 0, 191, 191, 191
14, 12, 0, 191, 191, 191
15, 12, 0, 191, 191, 191
13, 5, 1, 191, 191, 191
14, 5, 1, 191, 191, 191
15, 5, 1, 191, 191, 191
16, 5, 1, 191, 191, 191
17, 5, 1, 191, 191, 191
12, 6, 1, 191, 191, 191
13, 6, 1, 191, 191, 191
10, 29, 66, 191, 191, 191
9, 29, 66, 191, 191, 191
16, 6, 1, 191, 191, 191
17, 6, 1, 191, 191, 191
18, 6, 1, 191, 191, 191
12, 7, 1, 191, 191, 191
8, 29, 66, 191, 191, 191
7, 29, 66, 191, 191, 191
12, 28, 66, 191, 191, 191
11, 28, 66, 191, 191, 191
10, 28, 66, 191, 191, 191
19, 7, 1, 191, 191, 191
12, 8, 1, 191, 191, 191
9, 28, 66, 191, 191, 191
8, 28, 66, 191, 191, 191
18, 8, 1, 191, 191, 191
19, 8, 1, 191, 191, 191
12, 9, 1, 191, 191, 191
7, 28, 66, 191, 191, 191
6, 28, 66, 191, 191, 191
13, 27, 66, 191, 191, 191
19, 9, 1, 191, 191, 191
20, 9, 1, 191, 191, 191
12, 10, 1, 191, 191, 191
12, 27, 66, 191, 191, 191
11, 27, 66, 191, 191, 191
10, 27, 66, 191, 191, 191
9, 27, 66, 191, 191, 191
19, 10, 1, 191, 191, 191
20, 10, 1, 191, 191, 191
12, 11, 1, 191, 191, 191
8, 27, 66, 191, 191, 191
7, 27, 66, 191, 191, 191
17, 11, 1, 191, 191, 191
18, 11, 1, 191, 191, 191
19, 11, 1, 191, 191, 191
20, 11, 1, 191, 191, 191
12, 12, 1, 191, 191, 191
13, 12, 1, 191, 191, 191
14, 12, 1, 191, 191, 191
15, 12, 1, 191, 191, 191
16, 12, 1, 191, 191, 191
13, 2, 2, 191, 191, 191
14, 2, 2, 191, 191, 191
15, 2, 2, 191, 191, 191
16, 2, 2, 191, 191, 191
17, 2, 2, 191, 191, 191
13, 3, 2, 191, 191, 191
14, 3, 2, 191, 191, 191
15, 3, 2, 191, 191, 191
16, 3, 2, 191, 191, 191
17, 3, 2, 191, 191, 191
12, 4, 2, 191, 191, 191
13, 4, 2, 191, 191, 191
14, 4, 2, 191, 191, 191
15, 4, 2, 191, 191, 191
16, 4, 2, 191, 191, 191
17, 4, 2, 191, 191, 191
18, 4, 2, 191, 191, 191
12, 5, 2, 191, 191, 191
6, 27, 66, 191, 191, 191
15, 26, 66, 191, 191, 191
13, 26, 66, 191, 191, 191
12, 26, 66, 191, 191, 191
11, 26, 66, 191, 191, 191
18, 5, 2, 191, 191, 191
12, 6, 2, 191, 191, 191
10, 26, 66, 191, 191, 191
9, 26, 66, 191, 191, 191
19, 6, 2, 191, 191, 191
11, 7, 2, 191, 191, 191
8, 26, 66, 191, 191, 191
7, 26, 66, 191, 191, 191
20, 7, 2, 191, 191, 191
11, 8, 2, 191, 191, 191
15, 25, 66, 191, 191, 191
7, 60, 65, 191, 191, 191
20, 8, 2, 191, 191, 191
21, 8, 2, 191, 191, 191
22, 8, 2, 191, 191, 191
11, 9, 2, 191, 191, 191
6, 60, 65, 191, 191, 191
8, 59, 65, 191, 191, 191
7, 59, 65, 191, 191, 191
21, 9, 2, 191, 191, 191
22, 9, 2, 191, 191, 191
23, 9, 2, 191, 191, 191
11, 10, 2, 191, 191, 191
6, 59, 65, 191, 191, 191
5, 59, 65, 191, 191, 191
21, 10, 2, 191, 191, 191
22, 10, 2, 191, 191, 191
23, 10, 2, 191, 191, 191
24, 10, 2, 191, 191, 191
11, 11, 2, 191, 191, 191
7, 57, 65, 191, 191, 191
6, 57, 65, 191, 191, 191
18, 11, 2, 191, 191, 191
19, 11, 2, 191, 191, 191
20, 11, 2, 191, 191, 191
21, 11, 2, 191, 191, 191
23, 11, 2, 191, 191, 191
24, 11, 2, 191, 191, 191
11, 12, 2, 191, 191, 191
12, 12, 2, 191, 191, 191
13, 12, 2, 191, 191, 191
14, 12, 2, 191, 191, 191
15, 12, 2, 191, 191, 191
16, 12, 2, 191, 191, 191
17, 12, 2, 191, 191, 191
13, 0, 3, 191, 191, 191
14, 0, 3, 191, 191, 191
15, 0, 3, 191, 191, 191
16, 0, 3, 191, 191, 191
17, 0, 3, 191, 191, 191
